Date,Price
1969-07-15,4055.0
1969-07-16,4040.0
1969-07-17,4062.0
1969-07-18,4135.0
1969-07-22,4110.0
1969-07-23,4168.0
1969-07-24,4194.0
1969-07-25,4192.0
1969-07-28,4092.0
1969-07-29,4015.0
1969-07-30,4050.0
1969-07-31,4067.0
1969-08-01,4080.0
1969-08-04,4100.0
1969-08-05,4060.0
1969-08-06,4115.0
1969-08-07,4135.0
1969-08-08,4102.0
1969-08-11,4040.0
1969-08-12,4030.0
1969-08-13,3930.0
1969-08-14,3925.0
1969-08-15,3950.0
1969-08-18,3886.0
1969-08-19,3910.0
1969-08-20,3813.0
1969-08-21,3765.0
1969-08-22,3785.0
1969-08-25,3885.0
1969-08-26,3899.0
1969-08-27,3861.0
1969-08-28,3810.0
1969-08-29,3820.0
1969-09-02,3850.0
1969-09-03,3875.0
1969-09-04,3868.0
1969-09-05,3884.0
1969-09-08,3910.0
1969-09-09,3893.0
1969-09-10,3886.0
1969-09-11,3902.0
1969-09-12,3949.0
1969-09-15,3989.0
1969-09-16,4054.0
1969-09-17,4060.0
1969-09-18,3995.0
1969-09-19,3982.0
1969-09-22,3986.0
1969-09-23,4022.0
1969-09-24,4010.0
1969-09-25,3933.0
1969-09-26,3945.0
1969-09-29,3900.0
1969-09-30,3938.0
1969-10-01,3953.0
1969-10-02,3983.0
1969-10-03,3965.0
1969-10-06,3941.0
1969-10-07,4000.0
1969-10-08,3940.0
1969-10-09,3900.0
1969-10-10,3924.0
1969-10-14,3926.0
1969-10-15,3965.0
1969-10-16,3971.0
1969-10-17,3947.0
1969-10-20,3967.0
1969-10-21,4067.0
1969-10-22,4110.0
1969-10-23,4100.0
1969-10-24,4095.0
1969-10-27,4107.0
1969-10-28,4144.0
1969-10-29,4183.0
1969-10-30,4225.0
1969-10-31,4279.0
1969-11-03,4354.0
1969-11-05,4329.0
1969-11-06,4310.0
1969-11-07,4300.0
1969-11-10,4307.0
1969-11-12,4218.0
1969-11-13,4226.0
1969-11-14,4132.0
1969-11-17,4041.0
1969-11-18,4090.0
1969-11-19,4069.0
1969-11-20,4092.0
1969-11-21,4110.0
1969-11-24,4059.0
1969-11-25,4095.0
1969-11-26,4111.0
1969-11-28,4011.0
1969-12-01,3992.0
1969-12-02,4010.0
1969-12-03,3955.0
1969-12-04,3920.0
1969-12-05,3927.0
1969-12-08,3954.0
1969-12-09,3905.0
1969-12-10,3890.0
1969-12-11,3935.0
1969-12-12,3975.0
1969-12-15,3963.0
1969-12-16,3994.0
1969-12-17,3940.0
1969-12-18,3887.0
1969-12-19,3825.0
1969-12-22,3822.0
1969-12-23,3786.0
1969-12-24,3686.0
1969-12-29,3603.0
1969-12-30,3540.0
1969-12-31,3565.0
1970-01-05,3590.0
1970-01-06,3491.0
1970-01-07,3417.0
1970-01-08,3465.0
1970-01-09,3422.0
1970-01-12,3408.0
1970-01-13,3400.0
1970-01-14,3300.0
1970-01-15,3313.0
1970-01-16,3339.0
1970-01-19,3342.0
1970-01-20,3400.0
1970-01-21,3425.0
1970-01-22,3325.0
1970-01-23,3250.0
1970-01-26,3280.0
1970-01-27,3350.0
1970-01-28,3315.0
1970-01-29,3350.0
1970-01-30,3305.0
1970-02-02,3282.0
1970-02-03,3220.0
1970-02-04,3120.0
1970-02-05,3037.0
1970-02-06,3044.0
1970-02-09,3007.0
1970-02-10,2953.0
1970-02-11,2995.0
1970-02-13,3095.0
1970-02-16,3105.0
1970-02-17,3015.0
1970-02-18,3025.0
1970-02-19,2975.0
1970-02-20,3010.0
1970-02-24,2926.0
1970-02-25,2924.0
1970-02-26,2985.0
1970-02-27,2941.0
1970-03-02,2982.0
1970-03-03,3075.0
1970-03-04,3093.0
1970-03-05,3088.0
1970-03-06,3042.0
1970-03-09,3015.0
1970-03-10,3057.0
1970-03-11,3175.0
1970-03-12,3184.0
1970-03-13,3145.0
1970-03-16,3123.0
1970-03-17,3150.0
1970-03-18,3135.0
1970-03-19,3092.0
1970-03-20,3110.0
1970-03-23,3169.0
1970-03-24,3190.0
1970-03-25,2865.0
1970-03-26,2828.0
1970-03-30,2794.0
1970-03-31,2821.0
1970-04-01,2828.0
1970-04-02,2810.0
1970-04-03,2824.0
1970-04-06,2888.0
1970-04-07,2915.0
1970-04-08,2895.0
1970-04-09,2872.0
1970-04-10,2904.0
1970-04-13,2885.0
1970-04-14,2840.0
1970-04-15,2807.0
1970-04-16,2800.0
1970-04-17,2801.0
1970-04-20,2746.0
1970-04-21,2711.0
1970-04-22,2752.0
1970-04-23,2727.0
1970-04-24,2706.0
1970-04-27,2700.0
1970-04-28,2714.0
1970-04-29,2695.0
1970-04-30,2691.0
1970-05-01,2677.0
1970-05-04,2605.0
1970-05-05,2516.0
1970-05-06,2510.0
1970-05-07,2461.0
1970-05-08,2406.0
1970-05-11,2422.0
1970-05-12,2397.0
1970-05-13,2347.0
1970-05-14,2374.0
1970-05-15,2350.0
1970-05-18,2365.0
1970-05-19,2415.0
1970-05-20,2406.0
1970-05-21,2418.0
1970-05-22,2517.0
1970-05-25,2500.0
1970-05-26,2468.0
1970-05-27,2533.0
1970-05-28,2605.0
1970-06-01,2505.0
1970-06-02,2450.0
1970-06-03,2450.0
1970-06-04,2475.0
1970-06-05,2452.0
1970-06-08,2399.0
1970-06-09,2421.0
1970-06-10,2398.0
1970-06-11,2403.0
1970-06-12,2441.0
1970-06-15,2458.0
1970-06-16,2448.0
1970-06-17,2450.0
1970-06-18,2458.0
1970-06-19,2445.0
1970-06-22,2409.0
1970-06-23,2400.0
1970-06-24,2450.0
1970-06-25,2426.0
1970-06-26,2422.0
1970-06-29,2410.0
1970-06-30,2465.0
1970-07-01,2545.0
1970-07-02,2496.0
1970-07-06,2520.0
1970-07-07,2507.0
1970-07-08,2485.0
1970-07-09,2500.0
1970-07-10,2494.0
1970-07-13,2480.0
1970-07-14,2500.0
1970-07-15,2520.0
1970-07-16,2595.0
1970-07-17,2595.0
1970-07-20,2707.0
1970-07-21,2695.0
1970-07-22,2730.0
1970-07-23,2742.0
1970-07-24,2785.0
1970-07-27,2947.0
1970-07-28,2882.0
1970-07-29,2882.0
1970-07-30,2960.0
1970-07-31,2930.0
1970-08-03,2860.0
1970-08-04,2900.0
1970-08-05,3000.0
1970-08-06,3050.0
1970-08-07,3150.0
1970-08-10,3250.0
1970-08-11,3305.0
1970-08-12,3205.0
1970-08-13,3180.0
1970-08-14,3220.0
1970-08-17,3320.0
1970-08-18,3235.0
1970-08-19,3185.0
1970-08-20,3253.0
1970-08-21,3295.0
1970-08-24,3315.0
1970-08-25,3289.0
1970-08-26,3290.0
1970-08-27,3370.0
1970-08-28,3443.0
1970-08-31,3513.0
1970-09-01,3503.0
1970-09-02,3490.0
1970-09-03,3460.0
1970-09-04,3538.0
1970-09-08,3598.0
1970-09-09,3549.0
1970-09-10,3452.0
1970-09-11,3340.0
1970-09-14,3241.0
1970-09-15,3225.0
1970-09-16,3140.0
1970-09-17,3155.0
1970-09-18,3208.0
1970-09-21,3135.0
1970-09-22,3045.0
1970-09-23,3010.0
1970-09-24,3005.0
1970-09-25,3039.0
1970-09-28,3105.0
1970-09-29,3025.0
1970-09-30,2990.0
1970-10-01,2980.0
1970-10-02,2978.0
1970-10-05,3018.0
1970-10-06,2979.0
1970-10-07,3056.0
1970-10-08,2960.0
1970-10-09,3047.0
1970-10-13,3038.0
1970-10-14,3034.0
1970-10-15,3134.0
1970-10-16,3234.0
1970-10-19,3201.0
1970-10-20,3203.0
1970-10-21,3195.0
1970-10-22,3220.0
1970-10-23,3300.0
1970-10-26,3350.0
1970-10-27,3250.0
1970-10-28,3163.0
1970-10-29,3085.0
1970-10-30,3019.0
1970-11-02,3038.0
1970-11-04,3135.0
1970-11-05,3103.0
1970-11-06,3088.0
1970-11-09,3110.0
1970-11-10,3065.0
1970-11-12,2991.0
1970-11-13,2891.0
1970-11-16,2791.0
1970-11-17,2785.0
1970-11-18,2748.0
1970-11-19,2790.0
1970-11-20,2810.0
1970-11-23,2828.0
1970-11-24,2869.0
1970-11-25,2841.0
1970-11-27,2835.0
1970-11-30,2842.0
1970-12-01,2869.0
1970-12-02,2895.0
1970-12-03,2785.0
1970-12-04,2783.0
1970-12-07,2815.0
1970-12-08,2764.0
1970-12-09,2749.0
1970-12-10,2739.0
1970-12-11,2758.0
1970-12-14,2725.0
1970-12-15,2835.0
1970-12-16,2863.0
1970-12-17,2770.0
1970-12-18,2850.0
1970-12-21,2815.0
1970-12-22,2828.0
1970-12-23,2803.0
1970-12-24,2809.0
1970-12-28,2830.0
1970-12-29,2840.0
1970-12-30,2827.0
1970-12-31,2811.0
1971-01-04,2777.0
1971-01-05,2732.0
1971-01-06,2715.0
1971-01-07,2770.0
1971-01-08,2704.0
1971-01-11,2664.0
1971-01-12,2702.0
1971-01-13,2612.0
1971-01-14,2630.0
1971-01-15,2597.0
1971-01-18,2570.0
1971-01-19,2518.0
1971-01-20,2448.0
1971-01-21,2490.0
1971-01-22,2540.0
1971-01-25,2487.0
1971-01-26,2502.0
1971-01-27,2420.0
1971-01-28,2438.0
1971-01-29,2479.0
1971-02-01,2509.0
1971-02-02,2489.0
1971-02-03,2507.0
1971-02-04,2520.0
1971-02-05,2544.0
1971-02-08,2542.0
1971-02-09,2514.0
1971-02-10,2488.0
1971-02-11,2443.0
1971-02-16,2343.0
1971-02-17,2350.0
1971-02-18,2296.0
1971-02-19,2313.0
1971-02-22,2309.0
1971-02-23,2271.0
1971-02-24,2293.0
1971-02-25,2276.0
1971-02-26,2269.0
1971-03-01,2277.0
1971-03-02,2270.0
1971-03-03,2303.0
1971-03-04,2340.0
1971-03-05,2355.0
1971-03-08,2337.0
1971-03-09,2347.0
1971-03-10,2375.0
1971-03-11,2400.0
1971-03-12,2455.0
1971-03-15,2570.0
1971-03-16,2460.0
1971-03-17,2350.0
1971-03-18,2300.0
1971-03-19,2345.0
1971-03-22,2334.0
1971-03-23,2389.0
1971-03-24,2353.0
1971-03-25,2318.0
1971-03-26,2330.0
1971-03-29,2370.0
1971-03-30,2435.0
1971-03-31,2397.0
1971-04-01,2355.0
1971-04-02,2414.0
1971-04-05,2455.0
1971-04-06,2555.0
1971-04-07,2535.0
1971-04-08,2473.0
1971-04-12,2465.0
1971-04-13,2463.0
1971-04-14,2487.0
1971-04-15,2505.0
1971-04-16,2499.0
1971-04-19,2485.0
1971-04-20,2477.0
1971-04-21,2467.0
1971-04-22,2476.0
1971-04-23,2469.0
1971-04-26,2435.0
1971-04-27,2437.0
1971-04-28,2470.0
1971-04-29,2435.0
1971-04-30,2445.0
1971-05-03,2400.0
1971-05-04,2365.0
1971-05-05,2399.0
1971-05-06,2379.0
1971-05-07,2344.0
1971-05-10,2350.0
1971-05-11,2325.0
1971-05-12,2290.0
1971-05-13,2280.0
1971-05-14,2288.0
1971-05-17,2280.0
1971-05-18,2270.0
1971-05-19,2148.0
1971-05-20,2212.0
1971-05-21,2212.0
1971-05-24,2190.0
1971-05-25,2177.0
1971-05-26,2217.0
1971-05-27,2215.0
1971-05-28,2207.0
1971-06-01,2195.0
1971-06-02,2213.0
1971-06-03,2199.0
1971-06-04,2215.0
1971-06-07,2267.0
1971-06-08,2273.0
1971-06-09,2298.0
1971-06-10,2353.0
1971-06-11,2317.0
1971-06-14,2318.0
1971-06-15,2375.0
1971-06-16,2351.0
1971-06-17,2372.0
1971-06-18,2418.0
1971-06-21,2445.0
1971-06-22,2451.0
1971-06-23,2400.0
1971-06-24,2419.0
1971-06-25,2427.0
1971-06-28,2515.0
1971-06-29,2484.0
1971-06-30,2500.0
1971-07-01,2540.0
1971-07-02,2562.0
1971-07-06,2580.0
1971-07-07,2562.0
1971-07-08,2515.0
1971-07-09,2465.0
1971-07-12,2535.0
1971-07-13,2512.0
1971-07-14,2488.0
1971-07-15,2510.0
1971-07-16,2515.0
1971-07-19,2540.0
1971-07-20,2575.0
1971-07-21,2557.0
1971-07-22,2555.0
1971-07-23,2553.0
1971-07-26,2590.0
1971-07-27,2630.0
1971-07-28,2605.0
1971-07-29,2619.0
1971-07-30,2601.0
1971-08-02,2662.0
1971-08-03,2652.0
1971-08-04,2679.0
1971-08-05,2656.0
1971-08-06,2660.0
1971-08-09,2679.0
1971-08-10,2652.0
1971-08-11,2570.0
1971-08-12,2615.0
1971-08-13,2598.0
1971-08-16,2622.0
1971-08-17,2540.0
1971-08-18,2552.0
1971-08-19,2554.0
1971-08-20,2542.0
1971-08-23,2514.0
1971-08-24,2505.0
1971-08-25,2531.0
1971-08-26,2540.0
1971-08-27,2526.0
1971-08-30,2508.0
1971-08-31,2525.0
1971-09-01,2528.0
1971-09-02,2545.0
1971-09-03,2540.0
1971-09-07,2445.0
1971-09-08,2415.0
1971-09-09,2382.0
1971-09-10,2387.0
1971-09-13,2354.0
1971-09-14,2365.0
1971-09-15,2375.0
1971-09-16,2365.0
1971-09-17,2320.0
1971-09-20,2325.0
1971-09-21,2311.0
1971-09-22,2380.0
1971-09-23,2382.0
1971-09-24,2366.0
1971-09-27,2287.0
1971-09-28,2245.0
1971-09-29,2187.0
1971-09-30,2225.0
1971-10-01,2185.0
1971-10-04,2189.0
1971-10-05,2190.0
1971-10-06,2240.0
1971-10-07,2220.0
1971-10-08,2230.0
1971-10-12,2197.0
1971-10-13,2156.0
1971-10-14,2170.0
1971-10-15,2168.0
1971-10-18,2143.0
1971-10-19,2153.0
1971-10-20,2219.0
1971-10-21,2275.0
1971-10-22,2240.0
1971-10-26,2244.0
1971-10-27,2198.0
1971-10-28,2208.0
1971-10-29,2176.0
1971-11-01,2190.0
1971-11-03,2205.0
1971-11-04,2189.0
1971-11-05,2188.0
1971-11-08,2192.0
1971-11-09,2224.0
1971-11-10,2180.0
1971-11-11,2171.0
1971-11-12,2140.0
1971-11-15,2110.0
1971-11-16,2093.0
1971-11-17,2070.0
1971-11-18,2065.0
1971-11-19,2057.0
1971-11-22,2063.0
1971-11-23,2066.0
1971-11-24,2055.0
1971-11-26,2109.0
1971-11-29,2069.0
1971-11-30,2096.0
1971-12-01,2080.0
1971-12-02,2090.0
1971-12-03,2073.0
1971-12-06,2060.0
1971-12-07,2034.0
1971-12-08,2030.0
1971-12-09,2020.0
1971-12-10,2018.0
1971-12-13,2030.0
1971-12-14,2048.0
1971-12-15,2125.0
1971-12-16,2131.0
1971-12-17,2153.0
1971-12-20,2165.0
1971-12-21,2142.0
1971-12-22,2155.0
1971-12-23,2161.0
1971-12-27,2163.0
1971-12-28,2115.0
1971-12-29,2050.0
1971-12-30,2065.0
1972-01-03,2128.0
1972-01-04,2160.0
1972-01-05,2154.0
1972-01-06,2198.0
1972-01-07,2245.0
1972-01-10,2345.0
1972-01-11,2351.0
1972-01-12,2413.0
1972-01-13,2361.0
1972-01-14,2311.0
1972-01-17,2405.0
1972-01-18,2440.0
1972-01-19,2473.0
1972-01-20,2441.0
1972-01-21,2441.0
1972-01-24,2433.0
1972-01-25,2405.0
1972-01-26,2392.0
1972-01-27,2386.0
1972-01-28,2381.0
1972-01-31,2416.0
1972-02-01,2435.0
1972-02-02,2508.0
1972-02-03,2461.0
1972-02-04,2495.0
1972-02-07,2498.0
1972-02-08,2450.0
1972-02-09,2430.0
1972-02-10,2367.0
1972-02-11,2364.0
1972-02-14,2290.0
1972-02-15,2295.0
1972-02-16,2353.0
1972-02-17,2337.0
1972-02-18,2318.0
1972-02-22,2326.0
1972-02-23,2333.0
1972-02-24,2364.0
1972-02-25,2376.0
1972-02-28,2369.0
1972-02-29,2363.0
1972-03-01,2353.0
1972-03-02,2342.0
1972-03-03,2330.0
1972-03-06,2374.0
1972-03-07,2412.0
1972-03-08,2445.0
1972-03-09,2477.0
1972-03-10,2430.0
1972-03-13,2425.0
1972-03-14,2460.0
1972-03-15,2490.0
1972-03-16,2489.0
1972-03-17,2580.0
1972-03-20,2570.0
1972-03-21,2610.0
1972-03-22,2563.0
1972-03-23,2519.0
1972-03-24,2530.0
1972-03-27,2565.0
1972-03-28,2569.0
1972-03-29,2600.0
1972-03-30,2593.0
1972-04-03,2591.0
1972-04-04,2573.0
1972-04-05,2580.0
1972-04-06,2616.0
1972-04-07,2575.0
1972-04-10,2525.0
1972-04-11,2505.0
1972-04-12,2462.0
1972-04-13,2468.0
1972-04-14,2440.0
1972-04-17,2445.0
1972-04-18,2474.0
1972-04-19,2437.0
1972-04-20,2485.0
1972-04-21,2522.0
1972-04-24,2495.0
1972-04-25,2491.0
1972-04-26,2482.0
1972-04-27,2488.0
1972-04-28,2489.0
1972-05-01,2509.0
1972-05-02,2509.0
1972-05-03,2500.0
1972-05-04,2594.0
1972-05-05,2592.0
1972-05-08,2625.0
1972-05-09,2645.0
1972-05-10,2639.0
1972-05-11,2648.0
1972-05-12,2680.0
1972-05-15,2700.0
1972-05-16,2700.0
1972-05-17,2680.0
1972-05-18,2698.0
1972-05-19,2750.0
1972-05-22,2725.0
1972-05-23,2742.0
1972-05-24,2726.0
1972-05-25,2722.0
1972-05-26,2699.0
1972-05-30,2697.0
1972-05-31,2790.0
1972-06-01,2781.0
1972-06-02,2787.0
1972-06-05,2770.0
1972-06-06,2732.0
1972-06-07,2738.0
1972-06-08,2728.0
1972-06-09,2737.0
1972-06-12,2708.0
1972-06-13,2695.0
1972-06-14,2725.0
1972-06-15,2712.0
1972-06-16,2714.0
1972-06-19,2650.0
1972-06-20,2555.0
1972-06-21,2567.0
1972-06-22,2563.0
1972-06-23,2561.0
1972-06-26,2560.0
1972-06-27,2553.0
1972-06-28,2604.0
1972-06-29,2610.0
1972-06-30,2630.0
1972-07-03,2630.0
1972-07-05,2642.0
1972-07-06,2683.0
1972-07-07,2690.0
1972-07-10,2765.0
1972-07-11,2775.0
1972-07-12,2830.0
1972-07-13,2826.0
1972-07-14,2878.0
1972-07-17,2940.0
1972-07-18,2865.0
1972-07-19,2881.0
1972-07-20,2825.0
1972-07-21,2875.0
1972-07-24,2880.0
1972-07-25,2863.0
1972-07-26,2822.0
1972-07-27,2795.0
1972-07-28,2838.0
1972-07-31,2780.0
1972-08-01,2787.0
1972-08-02,2783.0
1972-08-03,2800.0
1972-08-04,2856.0
1972-08-07,2931.0
1972-08-08,2940.0
1972-08-09,2926.0
1972-08-10,3015.0
1972-08-11,2970.0
1972-08-14,2930.0
1972-08-15,2958.0
1972-08-16,3029.0
1972-08-17,2988.0
1972-08-18,2981.0
1972-08-21,2949.0
1972-08-22,2973.0
1972-08-23,3019.0
1972-08-24,3066.0
1972-08-25,3120.0
1972-08-28,3166.0
1972-08-29,3168.0
1972-08-30,3190.0
1972-08-31,3207.0
1972-09-01,3183.0
1972-09-05,3250.0
1972-09-06,3267.0
1972-09-07,3254.0
1972-09-08,3226.0
1972-09-11,3241.0
1972-09-12,3160.0
1972-09-13,3170.0
1972-09-14,3178.0
1972-09-15,3200.0
1972-09-18,3185.0
1972-09-19,3080.0
1972-09-20,3075.0
1972-09-21,668.0
1972-09-22,675.0
1972-09-25,679.0
1972-09-26,677.0
1972-09-27,699.0
1972-09-28,716.0
1972-09-29,738.0
1972-10-03,736.0
1972-10-04,717.0
1972-10-05,709.0
1972-10-06,721.0
1972-10-10,743.0
1972-10-11,740.0
1972-10-12,724.0
1972-10-13,705.0
1972-10-16,712.0
1972-10-17,725.0
1972-10-18,729.0
1972-10-19,717.0
1972-10-20,723.0
1972-10-24,715.0
1972-10-25,722.0
1972-10-26,718.0
1972-10-27,718.0
1972-10-30,703.0
1972-10-31,717.0
1972-11-01,726.0
1972-11-02,721.0
1972-11-03,712.0
1972-11-06,701.0
1972-11-08,714.0
1972-11-09,714.0
1972-11-10,711.0
1972-11-13,713.0
1972-11-14,719.0
1972-11-15,734.0
1972-11-16,727.0
1972-11-17,722.0
1972-11-20,715.0
1972-11-21,717.0
1972-11-22,699.0
1972-11-24,675.0
1972-11-27,681.0
1972-11-28,677.0
1972-11-29,688.0
1972-11-30,684.0
1972-12-01,691.0
1972-12-04,690.0
1972-12-05,700.0
1972-12-06,711.0
1972-12-07,695.0
1972-12-08,702.0
1972-12-11,718.0
1972-12-12,731.0
1972-12-13,718.0
1972-12-14,731.0
1972-12-15,749.0
1972-12-18,744.0
1972-12-19,728.0
1972-12-20,737.0
1972-12-21,733.0
1972-12-22,741.0
1972-12-26,744.0
1972-12-27,722.0
1972-12-29,720.0
1973-01-02,713.0
1973-01-03,709.0
1973-01-04,716.0
1973-01-05,720.0
1973-01-08,737.0
1973-01-09,744.0
1973-01-10,738.0
1973-01-11,725.0
1973-01-12,733.0
1973-01-15,719.0
1973-01-16,713.0
1973-01-17,719.0
1973-01-18,701.0
1973-01-19,701.0
1973-01-22,700.0
1973-01-23,722.0
1973-01-24,728.0
1973-01-26,720.0
1973-01-29,724.0
1973-01-30,746.0
1973-01-31,733.0
1973-02-01,741.0
1973-02-02,737.0
1973-02-05,741.0
1973-02-06,756.0
1973-02-07,757.0
1973-02-08,745.0
1973-02-09,750.0
1973-02-13,772.0
1973-02-14,791.0
1973-02-15,784.0
1973-02-16,762.0
1973-02-20,737.0
1973-02-21,732.0
1973-02-22,761.0
1973-02-23,775.0
1973-02-26,779.0
1973-02-27,789.0
1973-02-28,782.0
1973-03-01,808.0
1973-03-02,792.0
1973-03-05,771.0
1973-03-06,775.0
1973-03-07,793.0
1973-03-08,798.0
1973-03-09,800.0
1973-03-12,784.0
1973-03-13,788.0
1973-03-14,808.0
1973-03-15,816.0
1973-03-16,821.0
1973-03-19,853.0
1973-03-20,855.0
1973-03-21,891.0
1973-03-22,869.0
1973-03-23,874.0
1973-03-26,896.0
1973-03-27,900.0
1973-03-28,895.0
1973-03-29,894.0
1973-03-30,916.0
1973-04-02,936.0
1973-04-03,917.0
1973-04-04,897.0
1973-04-05,914.0
1973-04-06,910.0
1973-04-09,925.0
1973-04-10,913.0
1973-04-11,916.0
1973-04-12,916.0
1973-04-13,925.0
1973-04-16,948.0
1973-04-17,970.0
1973-04-18,971.0
1973-04-19,996.0
1973-04-23,1011.0
1973-04-24,1005.0
1973-04-25,1019.0
1973-04-26,993.0
1973-04-27,1015.0
1973-04-30,1047.0
1973-05-01,1054.0
1973-05-02,1033.0
1973-05-03,1055.0
1973-05-04,1078.0
1973-05-07,1116.0
1973-05-08,1146.0
1973-05-09,1143.0
1973-05-10,1149.0
1973-05-11,1127.0
1973-05-14,1177.0
1973-05-15,1257.0
1973-05-16,1279.0
1973-05-17,1299.0
1973-05-18,1317.0
1973-05-21,1301.0
1973-05-22,1264.0
1973-05-23,1286.0
1973-05-24,1265.0
1973-05-25,1243.0
1973-05-29,1220.0
1973-05-30,1243.0
1973-05-31,1225.0
1973-06-01,1247.0
1973-06-04,1291.0
1973-06-05,1268.0
1973-06-06,1226.0
1973-06-07,1192.0
1973-06-08,1236.0
1973-06-11,1246.0
1973-06-12,1286.0
1973-06-13,1312.0
1973-06-14,1356.0
1973-06-15,1369.0
1973-06-18,1413.0
1973-06-19,1414.0
1973-06-20,1430.0
1973-06-21,1459.0
1973-06-22,1483.0
1973-06-25,1447.0
1973-06-26,1424.0
1973-06-27,1455.0
1973-06-28,1434.0
1973-06-29,1475.0
1973-07-02,1522.0
1973-07-03,1538.0
